obs_id,ra,dec,teff,logg,fe_h,snr
28,225.75514723709802,7.939633105434027,4410.910785123868,1.0460207489476074,-1.9436714460545224,52.311743932843974
29,90.02135867378105,-63.63680407106184,7606.50955682002,3.216377639638595,-2.21913450785326,125.33681492085067
30,15.599308004120163,-25.51573753303029,8732.441702754102,3.660503317885162,-1.252337064425154,155.28914941217428
31,169.37645363143443,-17.57919441035409,4051.374798895121,2.7982747832611823,-1.771750371612013,36.243701925456456
32,353.81953026728905,-52.86597819431961,4324.880231489442,3.48573984745974,-0.5030878523657929,90.34789563122263
33,233.9527723956781,9.897857375946174,8618.13892831906,4.420597373515896,-1.2391425452831446,143.4510990120213
34,23.375203558807826,-68.95077504050252,4447.057363825739,1.487766929499963,0.4043524618021328,155.63188759708046
35,151.7303195970124,55.77286729756776,4441.047372848733,1.8393869609879976,-2.0800257727591074,173.5368302913735
36,19.601981120237806,-19.91825828449734,6846.619107995534,4.622554654204774,0.3299130086518094,37.98846680107757
37,233.43991331021158,30.962867160872833,7365.959834145453,4.267889406613712,-1.5945260190454391,39.44814033160799
38,208.8647685408983,-8.375542452603867,6279.08190963798,0.9900995821463141,-0.6076552357402973,177.3805539862735
39,89.10657666063574,64.5955546575378,8990.08731274225,1.0816725692069493,-1.4567683234423265,54.661601237618086
40,228.0718471821079,58.071296961049796,4727.412175628821,4.991089288748633,-1.6340006069236872,186.71212965413238
41,209.20631077012268,-60.2665645175922,7570.297105040499,2.53504368334849,-1.066677935898435,83.4014995086924
42,85.36522688310032,-6.35924748653342,5849.114906207902,1.806834363893031,-2.15089162163242,45.94467451369056
43,168.29197257231127,-6.897329285221815,5890.45608558041,1.0573677662576064,-0.5907899124311959,145.01660558828888
44,37.75071104208935,-26.910557684073275,4590.812196389719,3.433316215957056,-0.142037268508993,46.51317912705416
45,357.49664695964475,86.9273769761893,6474.929232413334,4.243791454829158,-1.0274729695473983,68.91192955619468
46,299.57703319128586,-74.69483551073418,4102.841596670649,4.340723088169589,-0.3836721970978827,50.356509327834594
47,352.7286342142263,-43.84139304276434,4191.259637078547,4.735953703886842,-1.3626875758482726,45.53962710604483
48,72.21417642198473,27.75665315735246,3629.355492464866,1.2168601232925074,-1.981914915074865,86.65356894844156
49,166.16363643965767,-3.067728390486792,7730.773225369462,0.8996477503160422,0.22146122628240805,49.732364846913356
50,230.4889874472284,-6.622842260713114,7540.280969180449,1.0089647966436988,-2.0665439464857362,155.91661878468045
51,112.67504105818888,47.497757421991565,3747.893388552268,4.341131654239096,-0.857225477722134,112.886182113497
52,97.67050637339287,-65.83339951923672,3681.349753314017,4.060422773842472,-0.7484969605428327,152.38745910860493
53,219.63383853344993,-53.15123333682082,4135.027969511872,1.4165965473103699,-0.846113905523423,64.61435115951112
54,187.7441566773143,-86.59756815121612,5817.582367864068,1.2365691882988394,-1.798747811948886,180.76243015992006
55,295.1363457368545,-28.332982524493865,6676.983262596071,0.7777535786446941,-2.499146004350993,144.07350416113798
56,351.04613397002015,61.10460134998894,4449.835539736481,2.0713704805826834,-1.8284291000759316,125.40183677137902
57,210.34380314041658,-22.044958390872992,6498.33448057655,0.7208971020346442,-0.773494980460822,24.752312662404123
58,33.04163793274966,-15.969967386793286,6038.586640671674,2.765542120204861,-2.1336272107297614,174.55124620373144
59,33.416821411883085,-40.643394907704874,7770.276919262147,2.094081493960096,0.4667275369193975,96.98409509924342
60,180.96238687454283,86.27297731484447,4526.471850030085,2.0047340153085265,-1.0042097157232206,120.86762966641713
61,263.83074015132064,4.491408374020168,7795.265554015619,3.9547374501818293,0.36110174809263373,129.44574945062885
62,129.47274492460684,11.877104808164859,5557.126275241166,3.4079683750975263,-1.5215414775039486,188.68089233307012
63,159.22245919025815,44.39499439753345,4909.114859858584,1.712139596339245,-1.6073335048848212,104.0849570779991
64,14.053122694961807,-53.85901294071452,3781.9185010868223,0.701422898078159,-2.309175968224375,130.5734258254763
65,275.01713150729273,35.275593152337564,7736.058193865122,2.0537112759611214,-1.6095241437228056,120.08426546740827
66,253.83658663142944,71.15635125796462,7541.7195391616315,1.5640108098333785,-2.0738998158031516,197.53082570180666
67,276.73915163237973,-72.79624098163721,6609.700052315997,4.12239088625738,-2.2739429661227124,31.811574157228918
68,14.031302679793423,-0.20537098517291952,6762.313990523266,4.162030022751791,-0.04626488131886042,22.991186123486735
69,34.70319760495752,-72.77786538053131,4347.422935476648,1.1915385166786154,-0.6509112254482268,161.3751472451349
70,110.18476747139161,16.45452078533782,8059.945360306841,1.0045428040933335,-2.3388213237118562,156.1198707003327
71,28.889717225795483,85.39600334964467,4500.034420030302,2.5121300516264657,-2.2629948064029852,43.008151166178465
72,80.07156276911121,-68.88486009360842,5236.040214363452,3.6084466307217586,-0.9680983736173783,143.44682504280615
73,213.41457570880237,86.09083035540121,3554.2784947083683,2.1669049923204797,-1.159863092201478,139.2606698158066
74,321.03903692753033,-33.02815625999541,6540.138653105832,1.1110324818318666,-0.688094803886742,180.274916358709
75,88.90579835450556,-63.80617528367459,4865.723109293066,2.8712981041938903,-0.8469251411010685,125.46658356982873
76,26.944248639591933,-60.72924635507846,4206.716310986569,3.842463577293346,-1.7721667602743296,115.27891220385344
77,313.1942994205368,-68.96173447459712,4235.979561119508,1.9147083375291865,-1.3863066887484985,85.6506313734355
78,207.3016863997379,28.110002408335788,7413.046319203873,4.84994456031383,-0.24829671204660375,198.12580660002283
79,30.65608636514419,38.662744632717306,5918.832091970427,1.7513524712285082,0.4528501103441922,65.30358178665705
80,335.28432248153126,-16.731766355027517,5900.2729112640145,3.8012156693987786,-0.802816147687845,142.40288019499786
81,336.7048154817226,-18.78476077301444,3529.060140910931,1.5176734133453447,-1.6398738079074522,39.79725038741292
82,359.2183431449714,-0.8200903809448477,7506.441307006114,0.9686989829759101,-0.32114327116113195,97.16689991914956
83,87.486900904687,14.115143797879227,8704.570106695868,0.5332642652423084,-2.1209418831392055,22.7294259226545
84,82.09637187305408,-69.16226244124917,6770.835089190357,2.4858848156884323,-2.2585222210593425,59.437617583144075
85,281.8264226768826,-56.709582069230024,4910.482775305927,1.6232214384251584,-1.5133947387579205,166.4337061614889
86,204.1638031693143,-61.09288607469758,5605.330885519535,3.5925256502208938,-2.4357671238617336,163.40340622367248
87,200.76148098836862,42.07333024685269,7919.649809893313,3.677871503209909,-1.8545573090882685,185.5941233333607
88,79.49844840433165,86.06558311833373,8493.984242160703,2.708465663269065,-1.9351342496775215,189.23703709025057
89,350.9256469416609,-78.14335871086735,4758.794623048812,1.9052972902880279,-0.9152850264173182,91.78855928740187
90,82.00668091785668,-17.140836668172966,3825.4940807598277,3.1036087785716364,0.2719285110144751,84.52578290335792
91,164.03213143443384,-47.58084259496052,7069.057515242495,2.9963873761630766,-0.4279967592935989,194.095486505586
92,324.09811544073193,52.57790637436008,6894.73299563277,3.006991979144676,-1.2361044618450276,188.05617835478068
93,135.60180263506976,-42.67848422075545,4341.74532515738,3.79830765771783,0.15851214125671653,78.62242506508646
94,349.1442757194687,60.03260528372158,7748.964248936611,3.0470963001592484,0.08300827913547426,48.846973685524816
95,128.78338492993836,-32.77072051964634,6059.085011336418,1.2449265280311161,-1.924499741132279,123.82368334517358
96,51.620619157114824,20.11197556848957,5971.697998781416,0.8619798498079145,-1.7258953312478154,112.39250083300182
97,195.27680401172924,5.447541504838483,6101.211915503716,0.5503807143175674,-0.03857710805399428,70.68351263589388
98,102.38878797081453,-68.85425151986995,6384.668026804884,3.259473322072291,-2.410113106105005,74.23774796562091
99,42.925836511518646,24.33220717371219,8385.705272564655,1.4861988387567189,-1.6730141337657618,89.98755601427473
100,83.2714024639305,-6.480500930830075,7826.349872504359,2.880895584049031,0.2272089997110287,101.92650368903097
101,319.77896418429555,-37.291358734863294,8173.807390434001,1.7097929996910723,-2.3142337724306,108.2333581733024
102,134.95316017025374,-42.83922908126017,5170.798387129163,3.027415873921395,-0.4177476639658044,69.4602641346912
103,115.34275573892107,47.56625653177164,5079.813574224879,2.551896587737645,-2.445333533191534,67.60122758811227
104,3.390872569158434,14.38738979532772,8069.401240516575,3.5156917070724854,0.21700889196126338,183.9539227060005
105,281.07472045389636,82.06833406435209,4086.123911892253,3.691939879584759,-0.4896469628971998,199.6420466231044
106,225.75000117088047,75.43389462666903,6946.722466142494,4.367244585922596,-0.1396288697747199,63.09971389439765
107,271.8967328233033,37.96672209441968,6952.2626795721,3.6089406568104203,-2.2015625365773834,93.42623983000661
108,60.27626920744437,-64.37916402378752,4389.629354159347,4.287719968366281,-0.11404655316209222,140.98453307400587
109,223.88694230456557,-51.169779396285634,4310.666268597205,3.046565681627702,-0.09807844886269601,31.981083952799725
110,117.56169080988109,71.92997139647119,3562.103883435658,4.467951766579944,-0.936288904910376,121.97756952327414
111,87.45759420645949,11.752754908636916,7101.242868330246,2.106077718063919,-2.1298699488338544,88.00579897099041
112,22.622537538521055,77.10005839394788,8984.637295555272,4.865083869087611,-0.7805347460777139,33.65146020064286
113,203.61480432524954,15.215115382029325,8203.049885444125,4.5841383288845,-1.3254911399429172,110.96048626304724
114,184.32346285051435,-46.79530672957575,7555.359200775221,4.89503689558689,-0.07056770189454742,52.81881098900872
115,230.06521598425925,-75.11592590485492,5386.902986315648,2.408886812362182,-2.0037334036201124,94.84582679292443
116,244.80424964781957,-23.255272073548838,7303.337666627442,1.1159637333556423,0.022458957775179922,100.22346457047746
117,221.34114851326694,-77.41896336054018,4957.182240517291,0.640074263535557,-1.434577686201774,115.22534536705817
118,321.9959227961963,74.4011452553082,6863.973806700193,1.3193027525219556,-0.29795555719778255,20.514627978904926
119,221.3306772217446,58.0495257988365,4069.254575452258,3.357357227935032,-0.6097100169363088,87.72710575002219
120,147.51921927768313,84.0402074701073,5595.533454640639,1.0967922251671434,0.24343780035270468,107.0301928085402
121,246.87700303653634,50.74481241593375,6715.814852778474,2.296833175114563,-1.691894770763143,167.30413680606867
122,176.20773065870483,23.196387476585315,7255.736455844057,4.643415408031752,0.16072380736975544,46.13022888021802
123,18.81007994287273,-7.947516766874372,6343.776039184274,4.233086175321983,-1.6795389551961,191.94186534217988
124,51.33461956419548,-29.174921531727847,3802.872623733815,2.6562775131375798,-2.330155167190712,127.7827940141023
125,311.2771444331095,54.03229340949187,6994.7448636523695,3.658517250587332,-2.112386627675953,108.04961513171507
126,27.97415844411436,-85.90226025625601,4444.496384221854,2.935326382620008,-1.316563667161534,173.73415994469156
127,298.8605794053073,80.83373047135905,3805.523365703419,0.6917508380196964,-2.0259030294403386,179.08307947955112
128,16.380737023659858,-36.750952939029894,4571.607517725276,2.279256887115823,-1.1733569838625524,100.30321590431821
129,294.12359508089077,-69.99754557708896,5008.222341484797,2.361302401915398,-0.7897813954859783,139.58598203701592
130,159.06407253869875,29.286434810376917,3830.2159691482466,3.9624208019546607,-0.6810705719443655,102.21342493377932
131,290.4275090337845,79.1145273059708,3620.388506652547,0.5977040240655414,-0.6816833449626376,74.7061445716406
132,8.758908014783305,-45.13844813038693,8648.303840644036,3.3337387904692894,0.1224921296843684,136.75571900072094
133,106.03977719869076,67.17174695336172,7848.002264921377,4.915847021799908,-1.498023388435747,103.42882783065774
134,232.01554860943745,63.35627185166396,7617.730912820239,3.4736743969450794,-0.14809187148818914,70.39505471802181
135,144.69010542793959,-57.63547542464649,3856.433429534374,0.9595547290929153,-0.03042859836536138,56.946347111716385
136,304.8702406015215,48.02461584810462,7317.069365007186,3.409762456622326,-1.7431372068780795,88.79364568829985
137,225.3591759691602,82.87498883388514,6377.202900554823,1.8756608253966525,-2.1196716415655956,174.9253712228048
138,236.01490950497055,41.99302342783341,3558.1772276484276,4.947986780726862,0.05693770290080513,176.1246640556592
139,302.3415334148668,-39.290121458880975,6438.57563849059,1.8646725628851974,0.1516951216576441,123.06042031140768
140,295.2450069564643,20.675654010096295,4292.92897629754,4.5519998843533775,-2.0583903035275157,150.70554891733195
141,264.13834974470325,16.822996823844406,6900.074748755422,1.0459462057028106,-1.0076944682204192,129.48929749315352
142,325.7851527800087,25.89288210074335,5294.281323209469,3.1615616692539983,-0.579716632041982,61.63315086313945
143,0.8151817805173023,-40.623763212133994,6130.553961837976,0.6852674291862604,-1.2057374866600694,56.84725521633755
144,225.11706886912972,60.031981015931535,8045.426469258974,1.9860356830587058,-0.6146920094337378,189.15676455214776
145,41.26905076356165,79.28971216617626,7206.161244565352,1.7187675811808414,-0.37306955501582184,150.32953194285423
146,266.3237542829273,62.681090761701626,5483.097905037996,2.6588479710688855,-1.4083423577500025,53.94117248797514
147,214.08291094624965,47.6623853557704,5956.199876336797,3.9005811559984642,0.16399106343823133,108.04057741133363
148,278.65195377446594,47.17285389481199,6211.9218003750775,0.5300527029668258,-1.3444977586725524,115.82606414005215
149,176.38645919214702,-45.845235460508654,7628.8564496911495,4.4215949998122746,-0.05835920264148031,100.87337268550004
150,224.71898483368875,37.45252114152504,4825.111710263991,3.506428526189846,-1.0719197410019905,45.64632726291431
151,334.9465478886445,-9.936685849106311,5061.0465254858145,3.048784556569621,-0.8473181249220736,119.27019281386868
152,2.0942032938971256,-40.60674485949539,8936.553005015847,1.8219695336461414,-2.415154019605291,165.63914717138337
153,11.329756339100708,-61.03573338094099,8287.698139623979,4.560311307696833,-0.20436389927955023,22.62054943814168
154,87.66128097400049,81.73532289241842,8655.479581110038,2.6492274170144365,-0.8927624477474356,88.61931707016399
155,259.7810128635469,13.945822776897757,8345.244522141082,3.3450021067995364,-0.5782663385514151,72.4062025785618
156,104.97303485606652,52.55787304715159,7459.374258117454,3.9017226769796083,-1.5979717859531393,81.09627962832025
157,238.48472614159257,39.465075961813795,5765.33027110132,0.8742914419652522,-0.43956108607782207,123.97813305620812
158,169.04391018589166,-86.60985082359855,3662.2775913890937,4.891998119115841,-1.4685932457359447,173.01985424181524
159,23.261841733910202,53.038047870825864,6185.505407603032,1.663589825561288,-0.6706483431218628,163.8240548495205
160,131.89752880389253,48.3314367395692,4500.710914543746,1.3213584188666685,-1.5312906193281526,111.45599549695707
161,313.6095546289915,-41.94816128948372,3517.688219580505,3.1661324275321086,-0.4801423873890718,30.224846067259904
162,164.7203184369501,27.287315740191175,4586.665681750335,2.1040054191778363,-2.1678948752116813,162.88531770239643
163,28.28153428840986,-58.919546212780126,8434.317429447041,3.1791119428443033,-0.6265912322264386,102.11464997151462
164,236.10428753266547,70.63216018558961,3655.8614782179743,4.323315377977509,-1.9928982789481695,148.20010958510642
165,69.55274119740395,51.76980127768283,7571.463105364808,1.482855532350237,-1.9300067114002686,28.555057230153007
166,6.273215134892589,42.73901930377488,8492.719733251568,2.2388072120363747,-2.443046025088875,47.56330479238982
167,163.74063999634586,-33.926139156095424,5609.909726726314,4.306787266273629,-0.4420784065040939,196.1059775257493
168,2.525622476413849,-31.312078259548613,5591.59543710876,4.692356190486083,-0.8473132532510794,175.23067908544147
169,210.44011349019158,30.76619902483249,4192.271339491625,4.076674584417359,-0.08175824835281453,71.99857044270217
170,81.11306427417644,34.68439523786138,8003.825375230887,3.145158223721861,-0.49966159675952815,147.18278177286012
171,204.22080440366463,70.44294208648799,6509.961911279989,4.763862572070356,-0.823386757662776,115.0478202821904
172,106.36539456956024,-39.63006501765613,3955.126440007009,2.3342727047583876,0.4535081158576295,161.9370188505131
173,240.47916910469633,50.07553581450813,5226.373225580442,4.765723656373231,-0.8877843008972541,61.51670350719124
174,120.90206287291744,55.33938933443861,6840.229713208451,1.8653450050778289,-1.4935576323749369,157.34385972569336
175,22.880543997717243,25.110608987072595,8107.802240966848,4.1415380533738775,0.1732247430537921,151.78943239904692
176,30.207470937137415,-67.33526513455085,6658.840480058836,0.8095717741568291,-1.0551795769016898,80.82559437666467
177,275.91087389764226,62.86018884576012,6214.447182373446,4.74644849900013,-0.295375375721429,90.40776879954727
178,254.789664060163,64.8617190534953,4516.495746738784,2.721147122607751,-1.21341449638894,191.22372111557766
179,250.22009231751443,-53.304945107700945,5857.11596944974,1.1445669423247726,0.49575845112739536,118.26612116784439
180,299.07946308380554,-81.81940736524784,7926.5232211081075,3.5101397529953378,-0.6069776770878414,179.35252944660112
181,233.09664318229702,-32.057454118620825,5797.6527932777835,1.8530090084300324,-2.2853269344248037,140.30221913639247
182,306.0050755205745,51.50719327582408,5980.400254167209,2.2332030909294684,-0.8817584080350414,196.28976647695353
183,96.49218991309282,85.76233533064516,8894.469802019232,2.2284907052974097,-0.39160761017929646,156.82352791527228
184,163.75750917412054,51.4009965927313,7659.964478195136,1.105585590635047,-1.2135161950113997,164.7082572982698
185,63.04238213235461,79.20129135537755,6780.215079138561,3.4039854033418266,-1.9893615181254556,133.15952358776275
186,197.34938321801803,16.26969708789362,3890.402755653514,2.9944363002220644,-0.29014754542335375,126.58657727946358
187,234.0865607466635,-58.281587497902564,5676.274664171606,2.6757631755966798,-1.71322690113303,52.609505413617256
188,224.10085315009331,38.269707183267485,7823.371127779996,3.868151714870153,-1.6223556952302878,136.64299113188173
189,39.33741979744156,56.23599311262009,4362.35105501184,3.7491052924076835,-0.960338309192488,126.39520747415821
190,242.52924264219075,82.76690948989756,8886.798328730994,1.1344222273960116,-1.1926677801949213,94.74091990573783
191,263.45559027401794,17.11395506961891,6954.00696249301,1.46708287743493,-0.4990061595955928,39.27049526124945
192,60.561198058599224,79.29998791577651,8739.964968696604,1.3027042562239397,0.4789157205371217,35.46586844453524
193,344.0386905208355,80.97815176799386,3747.9815334755745,3.0171163487346506,0.2968968284277147,29.24320681349173
194,333.72024446577166,-85.08737985925218,7764.385497789692,4.2256198107730745,-1.7795903311577388,170.36952801967274
195,220.60200333980455,71.94042364405436,6703.525205175922,3.5686876517430295,-1.37202987180899,184.27554872755874
196,68.47279509886752,39.422790872825004,7886.017227011061,3.0036383860905467,-2.0754032210099203,100.15957919260798
197,71.54169383324043,38.69351485017603,6176.144963076891,1.7846578522388308,-0.4299548228311032,178.4673540343931
198,64.37714946111616,40.960975180379734,6634.760963410903,2.280607687631,-0.18009350142784442,147.4730837092008
199,171.094690127452,-16.999321618946766,5257.711346102253,4.687464374654388,0.4853209474124318,55.70774325350559
200,226.91865851030087,11.775709274872298,7849.031802108136,2.467332698631596,-1.3697288933768976,104.56339992439901
201,187.93532255862146,33.08898902802353,5453.837239608332,1.9555564860820938,-2.395867343307743,121.66613726653387
202,270.7904330368723,12.398027941255478,6807.950894142023,2.2937347557149175,-1.4887033608990397,20.57764845395106
203,340.2586384933392,-23.95349450865004,8276.931798839641,0.8516833451683471,0.3172268465613661,104.57255702608303
204,155.1251846183527,-29.209858380546606,3932.727174238525,4.249067006346513,-0.4700886999361753,198.41829806937105
205,284.1252011324531,-56.61227263039941,8594.400719650635,3.72991783930625,-0.3830708907730882,29.389292976871662
206,251.3402860712847,-20.33117313343702,3828.074916896025,2.205407049218735,0.010880295685324892,24.988026987180312
207,337.3223230886088,54.71744244264508,5060.778157314582,3.1584684746394984,-1.8814426958638077,131.36908413437936
208,17.85796203521377,35.74543647565855,6441.139906701105,3.2180994514342816,0.48640430225172526,166.26104617204894
209,5.173580398861568,9.621371941096825,4341.996585072579,3.776140241682575,0.024660306824723754,111.04850199765242
210,222.1348606116167,38.354870408161105,3764.3144263437507,3.035489467215866,0.1131627319252484,162.15756370513026
211,269.77688873694984,-59.37472139735664,7564.44489361072,1.634499260585768,-1.1981107481039903,107.55261109017725
212,249.48488026602644,83.34289880507066,7776.977396726181,4.751134807264875,-1.7797742029962658,39.27511811217388
213,352.99216782656504,88.02457561968754,8731.19413436932,4.439092817711755,0.1012256835706431,124.06559087744732
214,144.22029919157904,38.11287983325474,3593.6537382052766,4.090900028547982,0.22477925380839503,23.28623536090511
215,20.96359285984154,-51.15999298647325,8076.476128214662,3.6792514294835446,-2.46650392542782,31.406047792279256
216,70.54523629552847,-47.56081563557069,8347.929912231866,2.4212925548657864,-1.8769037507434851,25.81250569492832
217,76.06979945378767,-82.80716273709282,8939.7715153501,0.5937442848291201,-0.6994006499352934,33.26829773751831
218,337.6663420577835,48.9043377586178,4029.8458673932564,4.777032680434666,-1.6013874266450852,194.28553557141697
219,271.02217495264057,19.49542959399423,5335.490430049572,4.535426082323481,-1.7641172409801285,94.12610416445281
220,215.68593249250625,55.75272182974237,3565.6803090588946,4.820701250840159,-1.393444984453688,180.8421042751454
221,44.756868349160214,-52.78839069387194,4736.696570797892,4.265221155221035,-0.9920288111189541,187.22227852790007
222,202.90248171906876,-50.73890742000234,6077.492493155145,2.838788709341385,-1.1825780591432942,64.76717665107645
223,163.30252644754847,29.161788655364234,4186.425603621691,4.993801209946005,-1.0146921441617254,73.98841462101976
224,6.9285877359336245,-77.88511236856345,8065.847332190754,1.6727550265941296,-2.218408231259413,55.64297774441264
225,261.186786176358,33.29124025909647,6263.414257368449,3.5139709413163605,-1.2289358804572588,37.07719673914312
226,333.0301972071885,-19.57911650316356,5787.166082316875,0.6256330709852582,-2.18995485113326,53.237685961564665
227,147.9912591583755,5.3268929857800345,5487.711732309982,0.5400284400189006,-1.3084703370975426,126.14582027820647
228,167.2670420350684,-60.58037139740142,4550.503408058109,1.905925965656762,-2.3534285925179947,166.40630295640182
229,17.567371057148744,37.478172428227,4388.695795116983,1.487440462939723,-1.3806500801781376,146.3417512440045
230,347.23691791739435,-50.02826822382044,4146.22784347651,2.9103039505133683,-0.5778136309416921,81.97409411836345
231,209.59217717502986,-24.94316814560895,4935.028150897242,2.4896404833748647,-2.3373458185819804,21.842826539254897
232,26.182274745542177,-28.921824171003983,6724.667163242504,4.945410304094976,0.4509527124561239,138.04523296311834
233,352.3105357073479,-56.39945204722163,8134.896664395527,0.8455464049709321,-0.6432060542120743,82.9646415360487
234,184.60803530913975,-40.028737917377285,8072.230574275853,4.500728022833339,-1.9065582613554708,53.327482538452145
235,274.799100542439,85.53417283963432,6920.082423665332,0.6847280267682841,0.45698876681105194,44.066167234065546
236,277.30234821541507,2.1173307907271948,8551.15542581292,1.4192324053562015,-0.40863202857487346,88.21396382982789
237,350.6475025131865,70.72098993694686,5780.609982558897,4.758404576823554,-0.35890769589513827,170.89973657940146
238,98.64897315645445,-67.14218391804427,7845.947135494924,1.2384245935586824,-2.2172261645919233,109.75130528914944
239,96.73642456043817,-70.43141782427224,5977.310800128758,4.262959844505035,-0.4001388445224112,52.887014677327734
240,96.63004990600128,-81.54681729733262,6444.609558398529,0.7045815233740567,-1.4810857549964545,132.0793418240313
241,164.20538830904704,-72.98793581177377,3620.061584957237,4.841970671478406,0.10059361950824997,167.73861944216873
242,333.5881137771488,89.25241052147379,3518.0519938172456,2.716768000443601,-1.2030018231703101,42.64821916783059
243,203.70248866939394,54.0247967687373,6859.077671132145,3.0422125640510207,0.07639994513292425,112.49225401747232
244,19.067006174776623,87.58257970342325,5809.914764388235,2.9787277313193394,-1.9570948364126488,60.71283692534965
245,94.73343756707264,-65.7148276134042,7116.27281996224,2.9736464013785397,-1.6300553833108808,70.98550940688176
246,254.43032742738936,65.53138354271485,8812.14001787982,0.5098614564017523,-0.1266404911932324,95.23481140307865
247,321.13108817497096,40.33998029288691,7866.142892645976,3.9734540257499478,-0.221429372345189,146.0789061776158
248,3.9067465315646555,-9.628916781368304,4530.646671239667,3.2252679198151473,0.07709407384516043,73.5373801486823
249,221.63433489632212,-75.76140824332768,4499.9643643781155,3.3343088373717107,-0.399423174625805,92.0070324756427
250,36.956133016837484,-89.34100870988921,8586.519379980446,2.116128367116233,-0.019424361587487837,182.79075880735988
251,4.764182127696759,-59.301737824014225,7994.6434760688935,2.9968357661731115,0.029902238477715226,149.3717300187399
252,141.29015135221175,34.76865207759778,7873.420827436818,3.805494191375425,0.22578260421859753,142.1574678123161
253,8.488347550501869,40.31395893988156,6175.706113109748,4.205916408008209,-1.447281260129631,157.24457997186315
254,158.4367054076965,-67.45465323706188,7614.750333628625,3.5146428087126917,0.19002331232026215,82.36506936699948
255,203.21718672610075,1.0807094488174869,4062.1897441929223,4.356524060148766,-0.43080909707901016,103.16457818504384
256,20.754970067666186,53.36593391339861,4385.927737128466,0.8233406678697884,-1.4149141922426434,69.3328812719325
257,228.47451397308754,72.39786805385341,3714.237090263372,2.5888940862017806,-1.100561556651145,78.05853422295277
258,325.2694127733437,61.31840011503914,7239.593393757343,4.1220529099552214,-1.6635049186702155,174.3457699473678
259,168.66948096074805,41.24807001190794,4328.870931128243,4.548303565287041,-2.2973852232201173,131.15541608159265
260,10.244580901588357,-51.1132946380749,6953.529055030813,2.13175521346926,0.2930413815562707,143.96999731457652
261,285.81067592614346,-44.752630692952316,6476.806905171155,2.740110019818037,-0.5562526490720785,126.52847118870706
262,175.98340443113335,33.73498915708272,4933.173329080895,1.3541265402906046,0.15459375910949902,181.04715997516436
263,284.04636054346093,-21.45369328657219,8867.956142419458,1.5955000216403392,0.4832049703363679,38.47723915071354
264,320.1537210673367,-22.21986584307328,6348.044236233389,1.860490426620642,0.17355653674845328,167.866321195003
