raveid,ra,dec,rv,snr,teff,logg,fe_h
3000073,260.6180901974936,-63.53667137468,4.311367958926445,168.27753851266,4378.721682193477,4.735071248269788,0.24930129287380298
3000074,171.03189982839527,28.508338467720748,32.02252172253268,176.30469514482328,6740.781688563546,3.5599166804095423,-0.5736921270836071
3000075,214.79895885667062,-60.938414066674405,-46.6674976088538,161.85131643865842,6815.527742071579,4.629477697050781,-2.237146052584172
3000076,24.108992615817485,-52.1239812675217,-27.597990670273216,154.15990543667198,5127.2123443471155,4.901554143906812,0.09978089597782658
3000077,26.12236961600403,-73.42823401127012,9.184042746651938,33.010792893428814,4273.948321141819,1.2633477517450986,-0.6304816469964996
3000078,71.6313694669482,53.34688688926414,-24.799417022597257,30.978074581823055,7420.4722648395855,2.32100878721182,-0.09838627806668754
3000079,54.66995892307478,20.907790011726746,-4.036086722438434,173.81083273729362,4673.379652429023,2.706101070828131,-0.6976291653100652
3000080,36.03756404932008,-32.012524877669534,14.177428424247534,100.82168544963517,6570.184791112047,3.7567838511998213,-0.42766850049860716
3000081,46.5457912591875,-56.8172631560128,50.22315343551025,89.5762154021778,6727.037021081139,2.119839083292592,-0.7759771759737162
3000082,199.17998345075526,82.58048518452645,1.4306449120354194,24.905462340144414,4479.120328363653,0.21988614449092447,-2.064302473287118
3000083,67.61333697259617,-27.867624866221973,42.28324648532153,106.99269615752935,4343.09340377103,3.0074921171117825,-0.08951210041982582
3000084,342.75644749123495,-89.58751535694894,-22.315152044766148,94.63825592889675,6244.391120089325,4.223472602746736,-0.9940191546478439
3000085,245.3802403706736,54.7729337882634,32.115491751907484,88.89798973325193,3927.5838900181902,0.19922710728378312,-2.3353491761176883
3000086,194.76708240951763,-65.37317819624818,10.003923217274409,46.74729838203193,4720.27556610871,2.9430541371341157,-1.6616048713330924
3000087,254.58501629084316,-42.15927620929237,45.88826818728903,179.795037872589,6774.527383503579,3.176548872926907,-1.0631414134495891
3000088,94.99920154290481,-52.27705265999476,44.09095471657828,69.04654803494506,4688.059233703722,2.003529072181569,0.2825918249962833
3000089,333.62124633134204,89.20652394437198,32.293743592531705,173.53994153503766,6722.2306737862455,4.865455100661206,-0.8421086322773763
3000090,302.10950080798943,-51.59880323535055,-44.77891866649058,65.57735848498999,6460.563197488767,4.90004937439171,0.10682771768756849
3000091,261.4750194340934,-89.40815406928662,-15.278040993009041,167.06926273822472,5103.4208790537,4.268350146402132,-0.45064513605807877
3000092,172.8863841907476,-58.7208958639997,-32.42742350080714,155.1892090115392,5395.112707090816,4.334222259755812,-0.7606286502292388
3000093,303.1571469155928,-74.73744027312534,11.436845576549413,72.25728632814713,7033.666495383641,1.7362631213430635,-0.9258663700957768
3000094,268.11083643276936,2.2942953069399863,48.977788436701516,19.011820942269033,4252.226199745937,0.13588518292519225,-0.4320830760593548
3000095,237.71732630386052,55.70467601829881,-52.619159260487145,175.0102034205553,4234.9943716613625,1.6714656407054713,0.2060767817731204
3000096,329.0310961221376,25.30504855443185,22.53181860973411,148.35364675793082,5917.939358873333,0.39679947585833764,-0.6660896785287032
3000097,228.11960296352692,30.85713121756487,-9.887271215649848,53.05190825614969,6510.907545594038,3.5849365739781414,-0.14043269944255954
3000098,131.73861054693938,-84.64153317290803,-2.9016505175084255,103.60008026978662,7272.750224610732,4.137609851095316,-0.07730902606061285
3000099,199.0240463341604,-25.054143530233716,-19.93069936386768,151.78978396177158,6318.833748945324,4.856868673716854,0.4650178205411448
3000100,70.69700761204928,-77.01809149941825,49.85974985752678,62.16961288901158,4834.104865886414,3.808554768522867,0.403329543788459
3000101,69.14602670169712,-86.02677755416045,0.26967711628331714,45.15664526364291,6203.039295290742,0.03848364613173505,-1.4312370787772815
3000102,261.2410646158155,-48.30784856943077,91.18426449373693,137.5250958993106,5552.422673598873,0.59808882214476,-1.8837513232171657
3000103,282.5772132352072,-70.27485327349616,37.96491807722008,34.03328475140276,6027.595278156408,4.873671932713847,-1.6040354178678884
3000104,349.9554109261557,-60.24777318420447,58.154562483093315,72.45370955374423,7681.354719602445,0.2076982098554403,-0.3994809979837579
3000105,306.3497101349406,-5.523313067304628,11.37958927076758,137.6406153479773,7505.986840038906,4.279536539066355,-0.5138735557913534
3000106,195.69395757449618,40.728554723511536,0.9673996332359518,112.68047504169873,5511.96837192056,3.827336983994872,0.33760702253442876
3000107,32.32471302830333,-48.49143121263019,-27.471849725222715,166.95624127855095,4565.62400259754,0.6626264966380091,-0.45174724269685607
3000108,175.9943680618006,-37.87214692789804,-16.363337455758188,74.66220485617353,5586.190427752854,0.797563030941244,-0.8942068173346933
3000109,334.0570851223652,39.416079566484825,-83.08689465486839,77.26193611868007,7165.280854778717,4.684293621012085,-0.4291189047146702
3000110,283.5425518212515,10.25697515248153,12.251820236305925,190.95072829724242,6903.747889269214,4.6665788115422195,-2.0857204950089887
3000111,174.63392137947173,-44.28358735227447,-36.056988638582574,67.8441133659935,4452.272686912135,1.3596077542117118,0.14021760329795274
3000112,163.9005701331191,-68.49386406446219,83.88109396543493,54.26838419955372,7725.959391854481,2.8408362308517665,-0.5570525720129336
3000113,78.47487662736728,-60.20528342316437,29.142673083058366,81.84345987347812,4564.234275431365,4.718454925093029,-2.1910752669749547
3000114,63.79681708865649,37.203532874226866,26.378147311886828,43.59372190291788,5633.482257589897,2.0023095949410985,-0.3377144881483747
3000115,26.504520918968733,75.29896794113003,16.859033296271242,108.53250503791085,7433.560152347542,4.738688687877252,-0.023563001659570926
3000116,321.2615475313533,-20.945430524330433,60.45938894217083,87.18673783774804,6850.979905530416,3.76455460336508,0.49138718083131483
3000117,230.4635820836612,70.80178048722442,17.502028256791093,132.29810488067517,6178.942055289319,0.5574330039382247,-0.10891534599412145
3000118,51.59963428967569,-47.63310700855142,-34.025007821965204,101.04386754815026,5280.602831036274,2.688095145461293,-1.1091961549755385
3000119,149.08569109783463,75.12745317933684,25.550476830727334,60.21973139803801,4562.929758800425,1.288434807053334,0.2994133742564582
3000120,17.679212783234505,-17.820195457328083,18.67898454899469,185.31809666535892,7898.047322687534,2.0473705235583504,0.14188538532129513
3000121,75.37440582805091,40.4524050576903,-49.266068946433535,157.10530791565844,5572.789951675228,4.343639142659097,-0.33365890045125735
3000122,263.0549246864538,-9.688251647902575,56.54269938246297,186.9083865813227,7907.422132130925,2.0745421850199124,-2.447932663826588
3000123,234.40419735897578,56.82185730449277,-28.427844799604763,129.66228385274184,4079.6517635590544,3.6465136475959725,-1.675706169842723
3000124,172.43218705571198,-73.16173499908223,-28.90063261758748,27.718528490085777,5851.956994249667,1.3107385034779369,0.2214863092855741
3000125,98.92098197843013,-46.281900048112256,-63.44241173066112,171.0861774592367,4733.065983496846,0.7169067171337951,-0.8790146973730033
3000126,234.8003250238265,-10.601279630361773,36.576756458626754,112.40200917471465,7389.262456916661,2.708090347677768,-0.8370269629961502
3000127,344.32182407425694,82.07161130812207,17.719249188872766,112.45759231317288,5563.869225967737,3.9399734879692265,-0.6073991537570429
3000128,156.7874002230694,-11.860017134764604,33.245586171775074,53.71427324702382,6645.056837035836,0.32925947704125713,-1.3525000868549144
3000129,25.24770183156128,49.584258835459195,-57.01948368052907,13.33440763607176,6816.7959663932525,0.8573601969140504,-1.365231116543824
3000130,20.783335616268317,-63.26476548534004,4.595159455136041,33.943432972949495,4245.211815164979,3.892552987123972,-0.6761657327824948
3000131,29.833566767120672,-88.51468345259053,-33.997501535686325,23.730273436465104,7803.348065600192,2.524160717228985,-0.34308361048472324
3000132,345.4945874111596,58.848075555199244,35.138353049322916,172.42977071224203,3873.8246180013,3.3730065033596386,-0.2335432819504737
3000133,194.6739010271378,-57.35610166707553,12.856578690980845,27.547614563852015,6329.514328359672,4.16189014915668,-1.0585648332504594
3000134,301.48647576110005,75.83475125982022,-3.2287376992729127,20.469675348340623,6313.905373111611,0.7266125953700642,0.3187829918919398
3000135,61.21207592536849,-50.64722229570599,-33.520984871833704,147.43476554873558,4214.373798555353,0.9093227164548395,-0.12887014398805885
3000136,93.72422618240945,63.57130629969308,-15.872214919929661,35.507438431550455,5982.475207627414,0.7257470848615727,-1.9773775369341604
3000137,249.11190427422338,-69.75339452429321,13.446279794085731,67.21003200234762,6813.082982607055,3.631820387389721,0.13492216995979067
3000138,322.4053181311141,74.0189598642728,67.01455609494887,21.620238490187962,6496.584079606749,3.431074162226198,0.1042149462139208
3000139,122.64785440565743,89.07785318877515,-1.3765688143107178,166.19267464821417,6371.450307559695,0.002804744977135676,-1.8908102316606592
3000140,23.282351276501974,79.01393933797206,27.49523201195953,185.66747786332692,6703.088726123457,3.8614218589826472,-1.7063582908127906
3000141,311.08308098783175,-72.53485141211989,-15.201619826833557,45.06881100933952,6035.82710525521,2.240860349023663,-2.3950735245400865
3000142,104.71408049861137,81.93387870950843,5.665826769884701,20.078691663494112,7811.4397490918855,4.517266168184634,-2.158041739728875
3000143,266.7896663038425,-14.94533004689184,5.3466056285959525,43.85400046582619,7018.245318140116,0.4705350087504251,-1.7334802598746901
3000144,56.89211569253784,3.8779372734632602,57.49531221579868,98.41012439362456,7591.376147409475,4.019095640220436,-0.9095964110189936
3000145,250.18683665071532,12.971311655837383,-59.50114812613248,161.10129543735763,5539.397871138123,2.137074684834653,-0.2995465137103901
3000146,302.91106285121333,37.81607804179309,59.72711748784128,178.65590127457116,5249.025802917299,1.0992882937722688,-0.9140236519010232
3000147,261.77474834881536,-35.986472086135144,31.002809435036795,63.743106549457025,5608.1736092336605,4.949989884498566,-0.9960012715525512
3000148,129.2787089508569,-41.01115102153988,6.375150143021137,17.617718214726107,4771.680999013818,1.2290682863127107,-0.09700688202313312
3000149,261.6083105364712,-79.06008434026387,-80.9104820438519,49.17252994189397,6735.856569482887,2.077095546192859,-2.0190324741976227
3000150,50.20816470568572,-68.77221434982569,-41.974341633062565,98.31485664517415,6405.314160366155,2.0571427361043715,-0.9527955928281902
3000151,112.97488148395993,46.76796096363691,65.53499756211473,40.82350522842935,4722.1988249706355,2.6747933574858047,-1.50776114969032
3000152,151.04979240586005,83.84936298711949,7.741101360387805,36.56492258604084,4715.126726437467,0.9710695236663713,-1.4863085338336184
3000153,315.79633401995414,49.38594263155534,-19.64639012089877,160.4391695420058,5345.946792382403,0.3676874873111985,-1.393144635569786
3000154,55.34647508561149,17.952523810780036,-42.68780414951536,123.31432470451414,6406.726130215375,4.701899124590064,-0.4738868766241251
3000155,316.8449244897536,-39.445740914898515,-57.17038630488123,48.201187838969055,6642.146551590618,3.5570607274844015,-0.7118762806362571
3000156,287.6271549194894,56.93753809019174,12.002538224280668,12.833447847339013,6616.736493713466,1.18130523453907,-0.16610969152157606
3000157,349.78474694807306,-10.33003464500409,46.8644013388534,136.76422651162778,4745.7589106287205,0.960903721903123,-2.122364169052587
3000158,132.37307398924574,-24.5198862413871,-61.84636085444155,117.34675195329241,7221.811307324049,4.655522548291857,-1.5864614919524314
3000159,73.77831680680048,-0.7708091256802589,0.1193394269734328,146.92995730590732,7860.147446644304,1.9691844280976711,-1.3108155152438508
3000160,86.60531532045565,-86.73929516459545,-4.161716182802605,16.584709874377097,4357.537181906741,0.5371455641010614,-1.3794154930292453
3000161,298.03060851171153,-31.70816113996686,3.9473341896136227,133.1746131244911,5945.027050793608,3.640736531706545,-2.275272962375494
3000162,347.48213349380956,-46.495101589448815,-16.94621199990298,46.257109254762,7305.307603498666,2.9967497063792417,-1.2332574552074544
3000163,251.57159941695244,-86.22709316383353,-47.12169902606412,143.4196775244443,7815.58463176615,0.4404197172305824,-0.4937834286211418
3000164,173.69893503857875,18.592981978510664,22.250559227285894,70.82245769220157,6848.123406827867,3.6525307749506815,0.009658443991825028
3000165,103.33791528520783,40.695219809065605,29.580236366769913,47.619120873139416,4902.609030242795,4.386930976002049,0.3056905834037398
3000166,300.12763836353747,-69.95710049810242,-63.878179370372635,158.29111411122415,4556.479794172783,0.23327398629027551,-1.9300006519845136
3000167,313.98462302379335,24.781249496191663,-9.944663172618247,149.65748605787596,6054.960979388728,4.2230199195220495,-0.6115113743668021
3000168,33.16737304821298,37.791838431912495,6.398770989230407,87.7182822023302,5499.660971339841,4.302229223260557,-1.0263347477827147
3000169,77.7418095671196,-6.468652532199442,3.2433244775125223,63.97269691913626,6511.087747349413,0.059578077238985894,-0.6813413401134956
3000170,299.43399256483195,12.051892102267843,-46.454929357368385,174.19228324749577,4129.622117005251,1.7144324243381492,-0.1007260038453417
3000171,305.38940294861857,-33.48937352461323,-36.80182753269021,153.8273491283329,5981.41120753221,3.723044332339536,-0.7749872828051694
3000172,113.27507955503904,-57.919563915325995,39.34035820069741,191.51512960184613,5640.895971025717,0.5186166569646616,-0.4571658407843202
3000173,100.54605486486827,29.246377769736725,-89.29288279589278,153.81107077429925,4188.175462732617,2.573142623307014,0.2776606121759264
3000174,155.0934079266456,50.60063221486433,42.08048189755688,24.107754885936206,5703.236377635476,4.632665832098347,0.2232748889225311
3000175,194.20074009528005,-16.478702130874282,-39.19083952247576,128.02061118024287,7140.560777866971,1.303566587000415,-1.4682337821634524
3000176,34.40405340238088,-10.7073027219311,28.342199691515813,167.29960462585197,6372.898084238854,2.0868658043390766,-1.4113418654313707
3000177,301.28836993690146,-4.0703530429529025,-60.56736586569574,188.41762147474807,4721.353386984319,4.08938203177965,-0.2363095380462732
3000178,192.50455332647553,79.2397539230794,-34.4436114226353,104.47734650023868,3891.76830447467,2.5086103270787232,-1.564650033480118
3000179,278.9884134147325,3.1545266524902615,-5.4670531326597995,126.18940320979372,4317.230257870424,0.4145773812006759,-2.118534938675585
3000180,83.10105560747768,78.01550282257469,-58.867055097970734,193.92854305162112,6583.955050741703,2.9628669507306276,-1.2709592548066952
3000181,347.50560639829166,29.329211636881297,-94.6711741889063,188.48613699404783,7032.693711776112,2.3987783296878913,-0.8539502735752831
3000182,270.36983063461656,46.944989404687306,-77.54340238716713,149.42205684610687,5910.3059372575935,4.422593327517633,-1.17595968401062
3000183,123.51379118110611,-35.05669619350809,36.90201586392216,16.355345140018912,6695.271690319136,3.3056467447016997,-1.9772386209810149
3000184,341.4699529055837,57.059278362935515,-6.833208910250882,150.59532318185646,6147.8029871215385,0.5502619249938834,-0.28006996293239705
3000185,252.1842404278582,-54.1076755275078,33.35087979626041,125.36457112272234,5588.309274598165,4.642129368180267,-1.310045136192273
3000186,302.6019907750453,39.40343057854383,-10.180486217834986,77.08465562445824,7776.136944573189,3.4536574900221444,-2.498070831428265
3000187,16.37903010811279,75.21356266019754,-12.515902798219736,129.27108879380057,5276.462959252538,2.5097574327465475,0.12907867890334312
3000188,20.030954778607743,-60.63096238295057,1.86677775133776,15.325912518247996,7153.874337946085,1.6913423465517297,-1.6938826479237235
3000189,267.3854184778664,-30.801364213836493,-17.03217380063827,151.22159599554215,6469.900628004866,2.534339425892477,-0.4053182221711302
3000190,109.68711586142113,31.93137047221883,1.5246557622695862,76.57160159136485,5217.39736595793,0.6298664759358191,-1.921614858715324
3000191,186.0423717035683,-67.42988560222925,15.324710314180061,132.42528624985215,5456.035259077766,4.052115010474951,-0.6830749418637647
3000192,56.25447252165847,35.310422902668336,-25.060624296284505,67.8429937615943,7783.405363182698,2.612414916439279,-2.3883763416804378
3000193,352.0628674765145,-60.84526320525711,28.91167953703792,26.741341688425308,6177.119884131963,2.080926983763793,-1.755193888671089
3000194,180.99037716279102,66.8630142067654,64.68012705772689,137.39119067546864,7212.119503704465,2.1827720727910167,-1.5974276745911222
3000195,298.44038825090115,-85.07099760131749,28.718296938199465,151.77498044602444,6438.917010556934,2.399183039907178,-2.212901590570951
3000196,26.653606660798705,-46.36460491981532,23.211178786395724,52.81832272141967,5591.1178334408205,2.941387576679841,-1.3023800533937702
3000197,172.40956279842175,21.371880342438942,13.056589920659468,165.06712507006043,6745.901381266119,4.914053269477536,0.08190638340009748
3000198,22.420612946079327,-58.86513773023464,-60.876260078716086,165.90127788790923,4511.908998338682,2.6578492138076903,-0.27386207240521365
3000199,318.3269151915854,14.559656203986606,-39.65167651991481,56.20894141642807,4865.095636719182,1.2225747849741253,0.33655048957239586
3000200,160.49166433666517,69.44251443911165,80.26975078969024,194.79669927280835,7998.897841505687,4.172292856195114,-0.6551093185927059
3000201,24.677970574261234,-64.49997401415308,-23.377467226909122,93.49616439344905,4134.765643601184,1.338883731004132,-2.2934462504970394
3000202,27.538661633744542,2.8001299504098967,-1.8213663219589473,139.21464025303757,4625.666446998254,3.4533733605619243,-0.6586211387477678
3000203,193.9653568811412,-18.544779908559462,10.456403162534098,82.60672642663936,7709.284238337312,3.804838272742519,-1.1741185313737403
3000204,27.20390562188308,85.92495268422809,-34.060275038638586,166.2188880860582,7491.873862137918,0.5519296504478677,-2.352552703475498
3000205,66.15803448447939,37.003334748431485,-28.1909719353564,22.582816283246913,4781.216584412084,0.9632406715597669,-0.4863093806154666
3000206,157.08855029994504,-83.79456861161998,27.004040435388276,175.16840370267474,4911.66631557791,4.584557454663,-0.06387005125745793
3000207,179.20181916664467,67.17592232640132,-58.912222543350495,130.64905852318054,7659.373719948404,3.412650628999236,-0.22821347783864931
3000208,209.99228948703268,0.3125908335498053,-2.247096690490551,35.07843406942065,4580.287581023299,2.1395944137964227,-1.461739220377175
3000209,223.38456530576664,-8.744471548722984,5.328177783952746,96.73274995937423,4104.105201768918,4.45069378446178,-0.7624570338726409
3000210,134.21213987136065,-51.79322085525728,18.87776088761227,115.17164433564339,7635.8798568357015,3.1873832750331923,-2.0597970275178548
3000211,222.74516987300876,16.96845764465023,69.71801435579538,113.76865707746627,7470.069779962503,1.0763752483285054,-1.9528194240448693
3000212,56.60807701864905,-2.6805841322920543,-18.938721667497735,136.10728981446476,7889.948216523304,0.07356604034675696,0.29710418774411895
3000213,99.1830511561297,-12.52217826150445,-6.561440423226776,194.68992153327568,6446.837737652109,3.8951631933908857,0.004103895864345564
3000214,287.5385774146718,-52.21619985730959,32.403378834377456,140.2000529729443,5413.6277457395945,1.4734312218774122,-1.1228856018560607
3000215,55.11214826154582,54.28339530155074,10.791649045725947,110.46422147266398,6591.630748027565,0.9361368766626799,-1.2878220667501723
3000216,80.39627023886524,47.62222169748594,58.79049396650066,40.33184231054818,4676.477016084696,0.5265361195477575,0.4257341472688356
3000217,87.47214468982382,-43.594224151186474,-14.573861628769684,41.13276035895045,4270.515637670842,0.07475391878573323,-0.07835320557446535
3000218,172.62262973630408,-71.86277177593249,21.55958274265825,38.06673179752075,4905.051187406441,0.9212811400465326,-2.038920262517708
3000219,0.2683879350832541,71.73343736779708,59.69643212643617,156.8745343631808,6556.924006284356,2.334117151881818,-0.9358183883810343
