RA_ICRS,DE_ICRS,Source,e_RA_ICRS,e_DE_ICRS,Plx,e_Plx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RUWE,FG,e_FG,Gmag,FBP,e_FBP,BPmag,FRP,e_FRP,RPmag,BP-RP,RV,e_RV,Vbroad,GRVSmag,QSO,Gal,NSS,XPcont,XPsamp,RVS,EpochPh,EpochRV,MCMCGSP,MCMCMSC,And,Teff,logg,[Fe/H],Dist,A0,HIP,PS1,SDSS13,SKYM2,TYC2,URAT1,AllWISE,APASS9,GSC23,RAVE5,2MASS,RAVE6,RAJ2000,DEJ2000
45.51174452706,0.64492571655,50955493303808,1.5406,1.3537,,,,,,,,,94.90495,1.2292,20.744144,33.218,26.329,21.535118,141.93,14.007,19.367722,2.167397,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108770455117654368,1237666301627204352,,,,J030202.85+003841.5,,,,,,45.51174452706,0.64492571655
45.50461575941,0.64405868121,50955492032640,0.7586,0.8137,3.7651,0.9388,1.478,-1.178,1.0,-0.893,0.941,3.022,532.02256,7.7851,18.872541,180.86,10.007,19.695183,952.04,8.7857,17.301258,2.393925,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108770455046323296,1237666301627203840,76104548,,URAT1-454007027,J030201.11+003838.7,,N9VK002227,,03020112+0038387,,45.50462099618,0.64406264855
45.56828399122,0.64393301829,51127290724352,0.737,0.7659,0.7728,0.7921,2.322,0.941,1.163,-2.123,1.133,1.093,128.46142,1.0719,20.415436,97.63,11.446,20.36458,88.745,10.973,19.87753,0.487051,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108770455682683168,1237666301627269376,,,,,,N9VK002226,,,,45.56827980977,0.643942452
45.6002349799,0.66428796328,51264729679488,0.3002,0.341,0.3073,0.3682,0.278,-0.217,0.417,0.174,0.401,0.986,277.22262,1.0731,19.580296,96.636,8.7211,20.375698,270.14,12.075,18.668926,1.706772,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108790456002117584,1237666301627269376,,,,J030224.04+003951.6,,N9VK002283,,,,45.60023594228,0.66428718954
45.60283655088,0.67756107584,51299089383680,0.0346,0.0357,0.5603,0.0422,1.451,1.012,0.042,-1.039,0.04,0.972,9260.93773,4.1955,15.770729,4750.6,10.994,16.146664,6422.1,21.019,15.228704,0.917959,,,,,0,0,0,0,0,0,0,0,1,1,0,5352.1,4.3918,-0.4798,1408.379,0.021,,108810456028093520,1237666301627269120,76104615,,URAT1-454007051,J030224.67+004039.2,971,N9VK000097,,03022468+0040392,,45.60283205342,0.67756569536
45.58978170147,0.6758067958,51372104643456,0.0334,0.0347,0.9928,0.0406,11.775,10.69,0.042,4.937,0.041,0.978,8415.94985,4.1538,15.874609,4119.0,14.026,16.301554,6113.1,12.91,15.282244,1.01931,,,,,0,0,0,1,0,0,0,0,1,1,0,5241.1,4.6686,-0.468,874.259,0.1518,,108810455897411408,1237666301627269120,76104613,,URAT1-454007046,J030221.54+004032.9,958,N9VK002303,,03022154+0040328,,45.58973418671,0.67578485231
45.586765809,0.68321295977,51372104643200,0.0236,0.0244,0.48,0.0285,7.299,7.231,0.03,-0.992,0.029,0.902,17012.87963,5.1251,15.110422,8292.9,23.742,15.541771,12466.0,17.06,14.508568,1.033203,,,,,0,0,0,0,0,0,0,0,1,1,0,5532.0,3.9233,-0.2224,1703.8888,0.3332,,108820455867320304,1237666301627269120,76104617,,URAT1-454007045,J030220.82+004059.6,946,N9VK002315,,03022081+0040596,,45.58673366762,0.68321736832
45.55996503499,0.66226683857,51406464405760,0.1006,0.1193,0.4618,0.1194,7.169,0.364,0.138,-7.159,0.152,1.034,1592.22078,2.2364,17.682358,681.52,8.4492,18.254843,1281.6,13.645,16.978523,1.27632,,,,,0,0,0,0,0,0,0,0,1,1,0,4549.4,4.736,-0.8407,1182.3864,0.0118,,108790455599375168,1237666301627269120,,,URAT1-454007039,J030214.39+003944.2,,N9VK002277,,03021440+0039443,,45.55996341879,0.66229865814
45.54033722687,0.6614867413,51402168658432,1.4121,1.1608,1.9215,1.4058,26.261,25.45,1.988,6.476,2.115,1.042,88.54353,1.5214,20.819475,56.768,0.82636,20.953289,89.442,17.438,19.869041,1.084248,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108790455402984224,1237666301627269376,,,,J030209.67+003941.3,,N9VK005972,,,,45.54022410665,0.66145795754
45.54140381787,0.66420999958,51406464382080,0.0788,0.0804,0.455,0.0932,7.203,1.021,0.101,-7.13,0.097,0.959,1996.17739,2.3517,17.436869,1022.1,13.502,17.814827,1387.4,8.6232,16.892414,0.922413,,,,,0,0,0,0,0,0,0,0,1,1,0,5321.0,4.6721,-1.4637,1775.973,0.0053,,108790455413957504,1237666301627269120,76104561,,URAT1-454007034,J030209.94+003951.3,,N9VK002286,,03020992+0039514,,45.5413992783,0.66424169001
45.56275133056,0.66428666462,51436528371456,0.2122,0.2348,1.0429,0.2614,1.2,0.845,0.296,-0.852,0.284,0.988,459.92183,1.3903,19.030657,174.26,5.9735,19.73554,421.27,10.253,18.186495,1.549046,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108790455627147600,1237666301627269120,,,,J030215.01+003951.6,,N9VK002284,,03021499+0039516,,45.56274757528,0.66429045295
45.56223456838,0.66440833966,51436529631744,0.7898,1.1598,0.7639,0.8841,0.607,-0.443,1.206,0.415,1.312,1.078,134.70123,1.068,20.363937,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108790455621967744,1237666301627269120,,,,J030215.01+003951.6,,N9VK002284,,03021499+0039516,,45.56223653576,0.66440649658
45.55964706233,0.68070529667,51505247870592,0.843,0.9517,-0.7228,0.9776,6.691,6.006,1.526,-2.948,1.984,0.969,105.56773,0.94101,20.628538,36.789,5.8175,21.424255,126.85,13.798,19.489666,1.934589,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108810455596267264,1237666301627269632,,,,J030214.32+004050.6,,N9VK004892,,,,45.55962036517,0.68071840098
45.5792647601,0.68969585929,51573968617728,28.9526,42.6838,,,,,,,,,76.63525,1.3332,20.976295,42.538,2.8483,21.266607,92.058,21.829,19.837746,1.428862,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108820455792668064,1237666301627269632,,,,,,,,,,45.5792647601,0.68969585929
45.58140417873,0.69263739399,51573967325824,0.4675,0.545,-0.0986,0.5447,4.811,3.309,0.714,-3.491,0.772,0.997,169.69785,1.0135,20.113176,104.62,21.906,20.289509,123.74,21.837,19.51659,0.772919,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108830455814131648,1237666301627269376,,,,,,N9VK002340,,,,45.58138946912,0.69265291059
45.57390343645,0.70067878771,51646982549632,0.0199,0.0219,2.9557,0.0254,22.637,-18.216,0.026,-13.439,0.025,1.012,27984.37631,8.8273,14.570078,10531.0,21.921,15.282385,24862.0,25.829,13.759035,1.52335,-0.85,5.98,,13.469138,0,0,0,1,1,0,0,0,1,1,0,4520.6,4.6016,0.497,329.2937,0.4428,,108840455738991280,1237666301627269120,,,URAT1-454007041,J030217.74+004202.5,976,N9VK000093,,03021775+0042026,,45.57398440158,0.70073851723
45.56769254928,0.7056949238,51642686828160,0.6304,0.7151,0.9011,0.698,6.991,1.876,1.012,-6.735,1.048,1.025,131.6422,1.0932,20.38888,37.81,6.7145,21.394524,149.15,8.948,19.313826,2.080698,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108840455676707296,1237666301627269632,76104619,,,J030216.24+004220.2,,N9VK006673,,,,45.56768421152,0.70572485686
45.4779345735,0.64730149238,51677046538752,0.2387,0.243,0.938,0.2912,4.581,4.565,0.311,-0.38,0.302,1.136,446.94644,1.1833,19.061728,163.86,8.2434,19.802332,418.94,16.563,18.192509,1.609823,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108770454779227184,1237666301627203840,76104542,,,J030154.70+003850.8,,N9VK002236,,,,45.47791428301,0.64730317984
45.48489339695,0.6526998892,51711406299776,0.2699,0.2739,0.921,0.331,2.711,-1.193,0.363,-2.435,0.343,1.116,352.96908,1.2992,19.318026,50.994,5.6449,21.069738,437.99,9.0414,18.144232,2.925507,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108780454848943680,1237666301627203840,76104547,,,J030156.36+003909.7,,N9VK004853,,03015638+0039098,,45.4848986999,0.6527107102
45.46602991662,0.65421624863,51745766016128,0.0886,0.074,0.7748,0.0905,8.641,4.668,0.132,-7.271,0.103,0.971,2447.16375,3.3382,17.21571,1213.3,39.616,17.628637,2415.9,60.261,16.29021,1.338427,,,,,0,0,0,0,0,0,0,0,1,1,0,4351.9,4.7988,-1.016,740.3137,0.0099,,108780454660175488,1237666301627203584,,,,,,,,,,45.46600916829,0.65424856454
45.46719198138,0.65507459572,51750061767040,0.0161,0.0156,5.0363,0.019,100.177,97.951,0.02,-21.002,0.019,0.93,546079.10268,124.96,11.344228,275830.0,219.86,11.736946,383600.0,152.0,10.78821,0.948736,53.54,0.4,,10.590275,0,0,0,1,1,0,0,0,1,1,0,5412.4,4.4061,0.3116,196.6422,0.0651,,,1237666301627203584,76104543,55-767-1,URAT1-454007014,J030152.08+003918.4,983,N9VK000104,,03015203+0039185,,45.46675661215,0.65516793676
45.46910512419,0.66109586856,51956219879040,4.1013,2.0146,,,,,,,,,80.31937,1.7121,20.925316,57.602,14.625,20.937456,49.432,13.21,20.512875,0.424582,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108790454691023760,1237666301627203584,,,,,,N9VK002274,,,,45.46910512419,0.66109586856
45.47563086923,0.67261025083,51986285444992,0.5819,0.5546,0.7784,0.6814,15.262,9.031,0.806,-12.303,0.721,1.145,167.53919,0.98041,20.127075,44.323,7.7036,21.221968,192.3,10.883,19.037931,2.184036,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108800454756197568,1237666301627203840,76104544,,,J030154.15+004021.6,,,,,,45.47559072736,0.67266493286
45.47490751087,0.67456802782,51986284443776,0.2499,0.2494,0.648,0.294,2.486,1.059,0.35,-2.249,0.334,0.93,355.76155,1.1697,19.30947,128.62,10.852,20.065258,298.83,10.132,18.559338,1.50592,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108800454748839920,1237666301627203840,,,,,,NC1S001536,,,,45.47490280282,0.67457802311
45.48212671351,0.67273464193,52093659149952,0.021,0.0203,0.9572,0.0244,20.21,10.012,0.027,-17.556,0.026,1.042,24457.29888,7.7846,14.716346,13088.0,17.282,15.046391,16390.0,18.206,14.211469,0.834922,,,,,0,0,0,1,1,0,0,0,1,1,0,5933.3,4.3567,-1.0349,1018.8215,0.2265,,108800454821107744,1237666301627203584,76104550,,URAT1-454007018,J030155.70+004021.9,993,N9VK000098,,03015570+0040220,,45.48208221067,0.67281266739
45.48742541024,0.67941535367,52089364677888,1.9879,2.0501,,,,,,,,,82.73955,1.479,20.893084,33.972,9.1337,21.510729,140.81,14.024,19.376286,2.134443,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108810454874275760,1237666301627204096,,,,J030156.97+004045.9,,,,,,45.48742541024,0.67941535367
45.48215351671,0.68647094367,52089363877760,0.7286,0.6641,0.6689,0.7509,9.302,5.53,1.114,-7.479,1.11,1.114,153.73151,1.3005,20.220459,77.834,11.567,20.610624,165.73,12.722,19.199394,1.41123,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108820454819554032,1237666301627204096,,,,J030155.71+004111.4,,NC1S006515,,,,45.4821289385,0.68650418573
45.49359868685,0.68281274104,52123723139328,0.1722,0.179,0.4637,0.2126,1.499,1.355,0.229,0.642,0.226,1.032,597.43014,1.3977,18.746649,227.79,13.807,19.444681,532.94,9.8589,17.931194,1.513487,,,,,0,0,0,0,0,0,0,0,1,0,0,4111.4,4.9917,-1.5188,886.2588,0.0045,,108810454936049808,1237666301627203840,76104558,,URAT1-454007023,J030158.45+004058.1,,N9VK002313,,03015846+0040579,,45.49359266408,0.68280988989
45.47519075007,0.69243310716,52158083142400,0.4509,0.4782,-0.2767,0.5091,1.476,-1.398,0.625,-0.474,0.696,0.97,189.37,1.4444,19.99409,98.982,7.4299,20.349648,119.89,11.535,19.550968,0.798679,,,,,1,0,0,0,0,0,0,0,0,0,0,,,,,,,108830454751671360,1237666301627203840,76104555,,,,,NC1S001598,,,,45.47519696495,0.69243521488
45.47339858355,0.69285408008,52158083142656,0.1575,0.1547,2.3323,0.1871,13.013,-11.717,0.208,-5.662,0.195,0.995,762.83412,1.8273,18.48129,137.05,12.711,19.996313,953.35,12.029,17.299767,2.696547,,,,,0,0,0,0,0,0,0,0,1,0,0,3405.9,4.8771,-0.3707,368.7592,0.6926,,108830454734051856,1237666301627203840,,,URAT1-454007017,J030153.61+004134.4,,NC1S001600,,03015364+0041343,,45.47345066344,0.69287924359
45.46969456419,0.69298804041,52162378626432,0.0551,0.0535,1.641,0.066,35.051,18.546,0.07,-29.743,0.066,0.951,3755.58206,3.0714,16.750673,1271.3,11.732,17.57789,3501.6,12.256,15.887242,1.690648,,,,,0,0,0,1,0,0,0,0,1,1,0,3948.6,4.6011,-0.515,602.7835,0.063,,108830454696632064,1237666301627203840,76104553,,URAT1-454007015,J030152.72+004134.8,984,NC1S001602,,03015271+0041351,,45.46961213266,0.6931202295
45.53314405468,0.69188010656,52261162093056,0.2061,0.2159,0.966,0.25,5.226,2.183,0.285,-4.749,0.26,1.033,508.47458,1.2671,18.921694,144.05,10.822,19.94224,505.32,12.496,17.98897,1.95327,,,,,0,0,0,0,0,0,0,0,1,0,0,3657.6,4.6979,-1.2752,703.6019,0.0065,,108830455331500704,1237666301627269120,,,URAT1-454007031,,,N9VK002337,,03020796+0041307,,45.53313435306,0.69190121148
45.53393548011,0.69201423951,52261163352320,0.3324,0.3499,1.293,0.4037,13.751,8.671,0.496,-10.672,0.434,1.018,232.43883,1.035,19.771595,46.175,8.6984,21.177525,281.79,11.147,18.62308,2.554445,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108830455338930864,1237666301627269120,,,,,,,,,,45.53389693843,0.69206167071
45.52347396387,0.69270877285,52299817610368,0.7034,0.8433,1.0455,0.8537,3.471,3.298,1.238,-1.084,1.497,0.966,118.62287,0.92475,20.501945,40.72,7.3158,21.314032,61.103,11.99,20.282736,1.031296,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108830455235491680,1237666301627269376,76104564,,,,,N9VK002341,,,,45.52345930675,0.69271359249
45.55738672959,0.70009867237,52364242579200,2.3515,1.5222,,,,,,,,,91.86149,1.4658,20.779533,43.279,10.797,21.247858,114.56,9.182,19.600325,1.647533,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108840455573420576,1237666301627269632,,,,J030213.73+004202.0,,,,,,45.55738672959,0.70009867237
45.55958450809,0.71139630932,52398601047296,0.3168,0.3225,-0.3183,0.3786,6.493,1.5,0.429,-6.317,0.387,0.946,262.37673,1.0623,19.640053,140.91,9.2973,19.966152,166.78,13.869,19.192516,0.773636,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108850455595644160,1237666301627269120,,,,,,N9VK002385,,,,45.55957784099,0.71142438589
45.54412917771,0.71325617673,52467321783552,0.7667,0.9218,2.2729,0.848,30.809,-21.913,1.205,-21.656,1.322,1.171,125.331,0.95951,20.44222,48.329,8.1916,21.128016,168.08,9.1141,19.184088,1.943928,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108850455441586368,1237666301627269632,76104568,,,J030210.58+004247.4,,,,,,45.54422657826,0.71335242568
45.49249680669,0.70448869716,52570400998528,0.8087,0.7308,-0.3037,0.8771,16.702,8.806,1.28,-14.192,1.303,1.044,120.01152,1.0019,20.48931,36.614,7.3194,21.429438,143.27,12.596,19.35753,2.071907,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108840454925055840,1237666301627204096,76104560,,,J030158.17+004216.3,,,,,,45.49245766753,0.70455177141
45.50640331236,0.71913205537,52604759751296,0.2085,0.2116,0.1695,0.2522,5.594,4.089,0.3,-3.818,0.271,1.046,436.88723,1.2659,19.086443,218.24,6.634,19.491188,309.65,15.856,18.520714,0.970474,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108860455064143408,1237666301627203840,,,,,,NC1S001677,,,,45.50638513843,0.7191490227
45.53324257111,0.7387762466,52742198452096,0.8516,0.855,-0.5848,0.9735,35.365,20.039,1.156,-29.14,1.205,1.291,121.87716,1.1597,20.47256,47.809,5.5432,21.139765,122.52,13.306,19.527357,1.612408,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108880455333977200,1237666301627269376,76104592,,,,,N9VK004980,,,,45.53315350293,0.73890575628
45.18689906707,0.4674555555,52810918339712,0.5449,0.4977,0.775,0.7024,15.923,14.786,0.609,5.91,0.672,1.043,157.21298,1.0557,20.196146,38.31,7.4061,21.380253,155.84,11.501,19.266226,2.114027,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108560451868711392,1237660241385292288,,,,J030044.85+002802.8,,NC1S006144,,,,45.1868333508,0.46742928716
45.16264081925,0.46172540817,52845277837184,0.2916,0.2404,0.6428,0.3242,9.315,7.586,0.344,-5.405,0.298,1.087,425.30448,1.3706,19.115618,224.19,11.265,19.462006,269.08,10.183,18.6732,0.788805,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108550451626204528,1237660241385292032,76101535,,,J030039.05+002743.6,,NC1S001004,,,,45.16260710228,0.46174943086
45.16665136196,0.46396463516,52845277837824,0.1799,0.1611,3.3389,0.2229,52.267,46.414,0.212,-24.033,0.199,0.997,725.68423,1.8609,18.535498,105.18,11.388,20.283718,1008.6,11.486,17.238636,3.045082,,,,,0,0,0,0,0,0,0,0,0,0,0,3482.7,4.2923,0.3525,833.8254,1.4618,,108550451665747248,1237660241385292032,76101536,,,J030039.97+002750.4,,NC1S001010,,03003995+0027506,,45.16644507226,0.46407144949
45.19145977884,0.47454249786,52913997318528,0.2161,0.2012,0.3828,0.2786,6.901,2.52,0.242,-6.425,0.239,0.946,487.13369,1.2632,18.968246,295.28,21.107,19.162975,314.52,8.5721,18.503757,0.659218,,,,,0,0,0,0,0,0,0,0,1,0,0,5729.2,4.7455,-2.6947,4055.8694,0.0027,,108560451914539936,1237660241385292032,76101550,,,J030045.87+002828.9,,NC1S001044,,,,45.19144857877,0.47457105335
45.20822920535,0.48238429951,52948357059200,0.2078,0.2113,1.1465,0.2894,7.894,5.441,0.246,-5.719,0.244,0.94,525.01183,1.4734,18.886944,112.46,9.4032,20.211054,595.42,9.5102,17.810843,2.400211,,,,,0,0,0,0,0,0,0,0,1,0,0,3326.9,4.9245,-0.361,439.5888,0.0079,,108570452082099328,1237660241385292032,76101655,,,J030049.97+002856.5,,NC1S001065,,03004998+0028566,,45.20820502419,0.4824097185
45.19770516467,0.49719607993,53017076542080,0.1323,0.1349,0.7685,0.1761,13.328,11.24,0.161,-7.163,0.165,1.089,1054.64321,1.5289,18.129602,348.75,10.933,18.982243,1016.6,10.538,17.230051,1.752191,,,,,0,0,0,0,0,0,0,0,1,1,0,3772.0,4.9016,-0.7937,607.3458,0.0222,,108590451976827120,1237660241385292032,76101657,,,J030047.44+002949.9,,NC1S001116,,03004743+0029502,,45.1976552083,0.49722791547
