image_id,ra_center,dec_center,filter,exptime_s
250,315.0224449682447,-63.75290665573925,F606W,2400
251,210.33923497516355,-32.9674573844544,F606W,800
252,6.312121693844026,81.6044804189844,F160W,800
253,319.9329291731082,74.49966920545202,F160W,3600
254,138.29315875755321,79.70355105035117,F606W,800
255,60.38287479141108,61.05775540883121,F125W,1200
256,121.38473903621623,-7.3659592882152936,F125W,1200
257,213.8933274747714,-57.24795938509266,F160W,1200
258,13.588264813019002,-12.671235100299612,F160W,2400
259,231.59106767322092,86.20787903898099,F160W,2400
260,219.6383041146679,-82.10328116289027,F814W,800
261,82.36581196212839,34.147408025549794,F160W,2400
262,153.36639368112387,-39.46251376313159,F606W,3600
263,69.66538684723912,58.186924177533854,F814W,1200
264,7.6787422205595535,-64.5136199964546,F125W,2400
265,210.2111546207957,-7.155244284195703,F814W,3600
266,160.32853602984872,86.79097775841615,F814W,1200
267,303.1403932951272,-13.207919682169077,F160W,800
268,71.66003542695141,-76.71480552046373,F606W,2400
269,158.61565697810795,-54.27199643205759,F814W,2400
270,240.28363171011785,36.97514494749298,F814W,2400
271,24.60046680614251,-61.45794155767089,F125W,3600
272,127.92118639792612,73.87992165210761,F125W,3600
273,246.97306913193572,87.31583566148387,F125W,3600
274,88.22588293589507,21.632211792869498,F606W,800
275,131.03183608777567,-14.755418467899489,F125W,3600
276,207.85093156475253,-57.501159751721794,F606W,1200
277,147.3968132197373,8.771541258835185,F160W,2400
278,315.64134096183165,86.44991007851334,F160W,1200
279,309.55726010156434,41.90707180345012,F606W,800
280,300.2316813664916,-27.913124810447947,F814W,3600
281,153.4576200082909,71.41241380015444,F125W,800
282,68.44679841325735,-68.72728550821327,F814W,3600
283,229.9907171316943,55.426621576984445,F606W,2400
284,154.13579331919212,-42.242022484241424,F606W,800
285,182.09054548017266,-80.60037605769845,F125W,800
286,234.3785610123931,52.41074146171724,F814W,1200
287,338.3789524327192,6.242695122422603,F606W,800
288,290.9699015882186,83.5883346791035,F160W,2400
289,44.35798796961314,-55.742124085526186,F814W,2400
290,326.6863952470843,-88.0865961242894,F814W,800
291,243.74423977517893,11.113385972325716,F606W,1200
292,114.99307026101012,6.207151377290714,F160W,1200
293,262.7974758784498,32.31595303060567,F125W,2400
294,170.9870109022296,58.207415525076385,F160W,1200
295,201.97172297356215,40.178198795129276,F814W,800
296,205.85688971161855,88.84062882348073,F814W,3600
297,54.53612972813432,35.47621994650804,F160W,2400
298,130.31356258119442,80.55297376613339,F814W,3600
299,156.8645068478399,-72.28592006317676,F125W,3600
300,20.781035700833698,87.30038001765087,F125W,3600
301,260.5437038695814,23.994626153551422,F606W,800
302,117.6497169759974,-40.45142306159173,F160W,3600
303,171.66703169921362,-17.610047789672635,F160W,1200
304,341.3008099157973,-5.813198138846161,F814W,2400
305,312.4685984862262,-83.60956349607616,F125W,2400
306,98.31462358971494,23.459248085067557,F160W,800
307,144.09781300376108,-77.16204801796097,F160W,800
308,205.64431339866005,-71.20094161251534,F125W,800
309,43.013490395257975,21.85387011072882,F814W,3600
310,286.626376278429,-39.600072714852715,F606W,3600
311,116.55070562966849,64.93465510568657,F125W,2400
312,41.62631539208217,12.675559148017456,F606W,3600
313,254.59194546324082,-55.10182417026127,F814W,1200
314,185.3669657105388,-64.71845997765327,F160W,800
315,9.75614434575839,66.82083517001195,F160W,1200
316,202.60210072899062,21.836559664829153,F160W,800
317,275.11518400113533,48.27045851898461,F606W,3600
318,11.175360480587369,89.46010443684054,F125W,800
319,236.7315434537074,-72.24918072224209,F160W,800
320,90.05108800943519,71.93739141518378,F606W,1200
321,156.69947094850258,43.396117585494295,F814W,800
322,25.98027122433221,5.275001453864633,F125W,2400
323,191.60226824940725,-55.52646969416979,F125W,800
324,337.97840711602475,-65.47849862016598,F814W,3600
325,109.73365476956751,-54.322974977469656,F160W,2400
326,22.87345645507882,-42.99902602657408,F814W,800
327,305.36147784024286,-66.77138891332743,F160W,1200
328,341.13368349690154,73.19726254444046,F606W,3600
329,176.78547021323615,45.07778018215771,F125W,2400
330,327.0634143990878,-83.67452169063307,F125W,1200
331,327.11054852477474,-29.430484801934135,F160W,1200
332,264.42690479858743,-24.225555248380985,F814W,1200
333,299.27783957425174,64.65840427205552,F125W,1200
334,58.32152420545838,-51.342878120558666,F125W,3600
335,304.39407614973805,-0.41368490215405984,F606W,3600
336,149.63123669675872,48.71570884977277,F814W,1200
337,103.20733310110269,17.08558092766161,F606W,800
338,202.27041709296685,-34.25401816494657,F814W,2400
339,308.6975645364826,45.53070566521242,F125W,800
340,155.94071537118026,-48.35722087697534,F606W,3600
341,27.99675645330411,-78.02085494462439,F160W,800
342,103.42018088723447,30.08516441498979,F606W,800
343,102.71193549580336,-67.1543953040849,F160W,2400
344,250.9385176374104,-45.25700357874976,F160W,800
345,343.8237375623397,82.68543139889263,F160W,1200
346,198.05307393169858,67.33749537179858,F814W,3600
347,91.30050927610037,-53.339280306349785,F125W,2400
348,253.12675681861387,46.89450043151416,F125W,3600
349,53.18172420220088,-72.21859155325136,F814W,2400
350,22.18647381358259,-35.02646036912181,F814W,1200
351,233.64278426294177,54.367392637035834,F606W,2400
352,135.27083538723016,-45.980270773732,F125W,1200
353,162.2907823796229,-77.07071684374804,F160W,800
354,26.63368083943417,-88.06413809842758,F606W,3600
355,172.6876150440853,-16.452984624384214,F814W,2400
356,218.2119166937476,58.9021528453853,F814W,800
357,353.7042724620363,86.66577457870056,F125W,800
358,7.729160123345218,28.78864537098974,F125W,1200
359,186.02883499735293,69.8420894330668,F160W,1200
360,175.23616087124478,11.94592124799749,F160W,800
361,225.0508301208843,-38.2229568679471,F606W,2400
362,307.1424359238639,61.70089217253971,F160W,800
363,179.2918472805632,9.186797477998027,F125W,2400
364,206.1292202727866,75.10660111166618,F814W,800
365,180.9196264018707,-16.75124949520081,F160W,1200
366,286.71913222232706,-56.0457941158719,F160W,1200
367,326.4966410571483,33.98523418248877,F606W,2400
368,116.15796492295276,-57.520551277600134,F160W,3600
369,260.7829221375307,48.97846881250837,F125W,1200
370,235.71214142875047,38.50612080722789,F160W,800
371,134.38361957414958,-76.68615766508209,F814W,1200
372,289.2585597693825,-31.83651835348938,F814W,800
373,250.2193237980602,13.683885990614442,F160W,3600
374,177.07437704157414,-87.16630385276437,F814W,2400
375,205.89210370422,35.642427057198475,F814W,2400
376,341.6181952377454,-69.20416398885705,F160W,800
377,230.46123347050005,-62.813065067116185,F606W,800
378,228.5608048606016,-78.7859094482218,F814W,1200
379,137.03036098871695,-30.093025174428448,F606W,800
380,281.4856159036255,15.931311704712826,F606W,800
381,314.05823431433015,44.507661886088755,F814W,2400
382,111.41675201932642,43.99214129101205,F606W,800
383,117.5082376096406,-74.37087443768516,F606W,1200
384,242.35073010739958,74.99914088911575,F814W,2400
385,103.98777276752536,0.68702428522991,F814W,1200
386,29.417049191988074,-0.20323428658288378,F160W,800
387,103.71566578375177,74.74773087833216,F814W,1200
388,250.9482806776082,-78.08500597300005,F125W,2400
389,180.95957501933574,25.849895509596507,F125W,2400
390,208.82285800978215,67.95157744501375,F606W,3600
391,225.44551238289267,6.129566316994286,F160W,2400
392,192.63753805680656,-49.08851010253889,F606W,1200
393,346.06936693894255,83.28850798220122,F606W,2400
394,291.83882715457503,9.120904419467294,F814W,2400
395,346.8175806486337,-59.09678626996583,F160W,2400
396,249.60401665823298,-27.24911399071175,F125W,800
397,288.6170722447517,13.29731636973429,F125W,1200
398,270.4980428557437,-64.14127606658157,F814W,2400
399,338.79510501821284,24.41951852893189,F606W,800
400,122.5629449139332,-72.45369517734503,F814W,3600
401,116.79177183908646,-16.9269386477324,F160W,3600
402,4.291678095970708,16.68898773661617,F125W,3600
403,24.410937450022693,27.404962619699987,F160W,800
404,346.20285099165267,-3.5406623692611134,F606W,800
405,170.97374604496295,-89.59661100540218,F606W,800
406,43.78954883883076,-16.131363586188243,F814W,2400
407,38.838321250296886,38.50514830309717,F160W,3600
408,186.33604442001484,9.812343361798,F160W,800
409,234.54050008376882,48.05594122735863,F814W,800
410,300.2822432371809,4.699811804378385,F160W,800
411,205.72031624238366,36.85316788147466,F606W,1200
412,120.2049191476268,34.0748603506854,F814W,1200
413,252.2906029043025,60.75767262359224,F814W,2400
414,67.56937863984577,67.30967563131074,F814W,2400
415,119.8049771806307,31.157057488590723,F814W,800
416,43.53525385812108,-25.89169190548205,F606W,2400
417,245.04805234059972,-84.47130443355556,F814W,800
418,194.27459524934025,12.704291324466922,F160W,3600
419,158.21070667252636,-39.54066196738817,F125W,1200
420,82.89582558561608,57.9375492480674,F160W,1200
421,303.7290714948913,6.237595710204076,F814W,2400
422,142.72730163588218,-64.68192813465555,F814W,2400
423,328.42790034886883,-20.570843596624968,F160W,2400
424,97.84563033295419,63.08107237526022,F125W,2400
425,229.41076078760864,44.802830989171184,F125W,2400
426,265.49340073494176,20.39228702090118,F125W,800
427,60.93848327145539,-86.5729515413071,F606W,1200
428,65.54700277802644,-23.732953363564874,F814W,3600
429,275.27633218812304,-46.15880957477425,F606W,2400
430,32.18963613134517,-57.05135978569905,F160W,1200
431,172.20619005428742,-18.76393788818237,F160W,2400
432,29.816468319789674,-0.7900580100556169,F125W,2400
433,346.94979916715386,38.986957367048745,F606W,2400
434,300.67172807585484,3.8560779357951134,F125W,3600
435,83.65474881119472,30.516398704941736,F160W,1200
436,303.63069908573164,84.36554440846413,F606W,1200
437,269.1078764872917,49.7220269625235,F814W,3600
438,39.04079359794152,-52.42041774256385,F606W,1200
439,96.08482684987689,36.4209131487561,F606W,2400
440,231.06417060184737,-6.280281520144612,F160W,800
441,254.5727863218257,60.40747878969873,F160W,800
442,123.7032974662905,49.30699451732397,F606W,3600
443,46.43416134843026,-60.62297766021655,F606W,1200
444,178.15309854105533,57.53148562867818,F125W,800
445,275.0371369519478,-2.9367856994346653,F160W,3600
446,187.60331990909566,-16.50688470333543,F814W,800
447,69.98360577966767,-29.29945347313486,F160W,3600
448,109.5629508586257,10.709406889158501,F814W,800
449,272.6555013397606,77.44868641489839,F814W,3600
450,165.85217028243335,89.11490170971084,F606W,2400
451,275.4876227510212,56.82648597297634,F814W,2400
452,63.36485441272777,58.782663015385765,F125W,1200
453,246.57438554926557,25.36839655068711,F606W,3600
454,287.8493560141898,77.91580727538897,F606W,1200
455,319.48644267508695,87.05981390691841,F606W,2400
456,107.39771852046766,-31.989156389692013,F160W,1200
457,328.3759232667851,-71.03445382503415,F606W,2400
458,210.84601713585207,47.87458269995608,F814W,1200
459,105.9001406389383,-30.50290768751018,F160W,3600
460,11.144486649418749,25.802214339699077,F125W,2400
461,239.28154735759333,75.47917311667143,F160W,3600
462,341.78453912394536,73.90059007970063,F125W,3600
463,206.82000441161628,-33.1775579370503,F125W,800
464,108.10125564862423,-38.493607665008525,F125W,3600
465,118.7143673158944,38.77588991145089,F606W,800
466,176.64188830494462,-51.93653949812891,F160W,800
467,354.22765767463375,70.33557980779955,F606W,3600
468,154.99674423342836,-23.419001436864207,F125W,1200
469,139.39411811737645,-18.411265177573625,F814W,1200
470,178.03281002096205,-52.28477894364778,F606W,3600
471,79.8176557393509,-53.224779824383226,F814W,3600
472,104.66831526176826,-75.18533598981645,F814W,2400
473,291.62961615902884,3.8636620563075468,F814W,2400
474,321.435286281778,-76.24029183020374,F125W,3600
475,133.28068643384785,65.33184542262651,F606W,800
476,173.55522493733977,59.29722834330042,F125W,800
477,325.2627729240996,47.67046262137643,F125W,2400
478,256.8302758765663,-25.885784314795785,F160W,3600
479,164.79331306815033,68.30220137583709,F606W,1200
480,344.92276459939967,-29.89407025100865,F160W,800
481,318.7648469720518,17.551925418378687,F125W,2400
482,166.5131948261388,22.388439345321643,F160W,1200
483,69.6308307627157,21.9454789407814,F814W,800
484,300.98048340268855,-16.451586787023828,F606W,2400
485,323.14449149009863,76.57178019803891,F125W,3600
486,241.90430686706384,-21.669236376158253,F125W,800
487,289.9398666699881,-7.940509081803768,F125W,2400
488,6.846796980283694,89.3730770355458,F125W,1200
489,223.42445558018102,52.01376971546813,F606W,1200
490,290.5273924686807,77.61473227695825,F160W,1200
491,102.90843921245963,43.98994722881528,F125W,2400
492,55.93379151359195,-84.32180664000248,F606W,3600
493,320.5648219125723,83.07416624193007,F814W,2400
494,281.64234501415723,13.32120986275028,F125W,3600
495,128.9584967091298,-44.751420678746165,F814W,2400
496,207.96139416511411,40.133584647474436,F814W,800
497,82.05029806642834,-11.11969125729992,F814W,2400
498,119.27312451853705,-39.823714123370635,F160W,3600
499,247.1757423847021,-25.81776542316861,F814W,800
500,274.02679980846443,-36.3462467912741,F160W,2400
501,316.6626369176563,27.210998476245578,F160W,800
502,237.20366336440634,53.751370553906185,F814W,800
503,287.79347162295596,-43.68171840801537,F160W,2400
504,68.24047617252266,-52.4020450005196,F160W,800
505,258.8754577941536,-38.824712916199964,F125W,3600
506,353.1094674482229,-85.73894328330209,F160W,3600
507,327.16017342378035,-49.070109567517065,F814W,1200
508,282.3434949324859,-59.694078551250826,F606W,1200
509,321.47965083597467,20.853749285892277,F125W,800
510,163.82984648026692,-85.7461191472992,F160W,1200
511,114.38245230142897,-21.538060918985792,F814W,3600
512,229.99121235719502,68.94941471608377,F160W,3600
513,210.77543782542912,-0.25116195491337123,F160W,1200
514,14.528914439396976,-37.48133878314474,F160W,2400
515,97.1660803057685,-75.9028338440244,F606W,1200
516,210.40224640432027,-31.426926284683,F125W,2400
517,23.363769720641084,-27.833483570755327,F814W,2400
518,22.590652689587486,10.813923182640309,F160W,3600
519,135.495223691778,-31.009648410435553,F160W,2400
520,43.622570510205,-42.27979154615472,F814W,1200
521,149.2983889116947,-21.982909612758093,F814W,800
522,242.95705888068113,33.38224988451459,F125W,2400
523,170.00429099091807,48.98616161668511,F160W,3600
524,6.68552204631045,-66.03544044645223,F814W,2400
525,334.2651658361276,-87.48174801533615,F125W,1200
526,90.33702826214244,55.592562579918365,F125W,800
527,2.660074822402514,-25.193347537679628,F606W,2400
528,159.32147593442232,0.36085819781818884,F606W,1200
529,306.2176074274693,-82.47542667406456,F160W,1200
530,336.10942972733824,4.157995940884476,F606W,2400
531,47.94771684658534,64.05820614577715,F160W,1200
532,24.875028295438323,76.03658952264593,F125W,3600
533,300.4929198093088,69.74761981472838,F606W,3600
534,303.9259413424174,26.60360470923841,F125W,2400
535,329.3576362497396,-75.9189521847691,F606W,1200
536,284.5735646253467,13.095368571529534,F814W,2400
537,301.0955782247505,1.150298473193459,F814W,1200
538,294.3891807672143,-18.48699253915754,F160W,800
539,14.331409244942815,-38.76448591925973,F606W,2400
540,63.39426491411449,-86.56382307198959,F606W,2400
541,15.689490405821136,-80.82683622852798,F160W,1200
542,0.3264012775040426,58.20957735670399,F606W,1200
543,351.5749223493001,-75.74793254183038,F160W,800
544,359.77105426864705,-51.9731030960011,F160W,1200
545,199.99090152249676,18.135177046474936,F125W,2400
546,53.27480883591126,88.8967807528766,F814W,2400
547,49.022730462805335,34.132930041757675,F606W,2400
548,328.1422031242223,77.02300945723906,F814W,1200
549,330.3868841443815,-16.133945471968886,F125W,800
550,210.5144401559279,-34.03202747997005,F125W,2400
551,260.0308100197285,0.9015314715535538,F160W,2400
552,215.86004857966435,-40.24208568622386,F606W,1200
553,256.660673477304,18.80266174611873,F160W,3600
